Имя объекта;Тип объекта;Синоним;Файл
Справочник.УсловияНачисленияПремийПоЛичнымПродажам;Справочник;Умови нарахування премій;Справочник_УсловияНачисленияПремийПоЛичнымПродажам.md
Справочник.УсловияПредоставленияСкидокНаценок;Справочник;Умови надання знижок (націнок, обмежень);Справочник_УсловияПредоставленияСкидокНаценок.md
Справочник.УслугиСервиса;Справочник;Послуги сервісу;Справочник_УслугиСервиса.md
Справочник.УчетныеЗаписиСинхронизацииФайлов;Справочник;Облікові записи синхронізації файлів;Справочник_УчетныеЗаписиСинхронизацииФайлов.md
Справочник.УчетныеЗаписиЭлектроннойПочты;Справочник;Налаштування пошти;Справочник_УчетныеЗаписиЭлектроннойПочты.md
Справочник.Файлы;Справочник;Файли;Справочник_Файлы.md
Справочник.ФизическиеЛица;Справочник;Фізичні особи;Справочник_ФизическиеЛица.md
Справочник.ФизическиеЛицаПрисоединенныеФайлы;Справочник;Приєднані файли (Фізичні особи);Справочник_ФизическиеЛицаПрисоединенныеФайлы.md
Справочник.ФискальныеСпособыОплат;Справочник;Фіскальні засоби оплати;Справочник_ФискальныеСпособыОплат.md
Справочник.ХарактеристикиНоменклатуры;Справочник;Характеристики;Справочник_ХарактеристикиНоменклатуры.md
Справочник.ХарактеристикиНоменклатурыПрисоединенныеФайлы;Справочник;Приєднані файли (Характеристики номенклатури);Справочник_ХарактеристикиНоменклатурыПрисоединенныеФайлы.md
Справочник.ХозяйственныеОперации;Справочник;Господарські операції;Справочник_ХозяйственныеОперации.md
Справочник.ХранилищеШаблонов;Справочник;Сховище шаблонів;Справочник_ХранилищеШаблонов.md
Справочник.ЦеновыеГруппы;Справочник;Цінові групи;Справочник_ЦеновыеГруппы.md
Справочник.ШаблоныДисконтныхКарт;Справочник;Шаблони дисконтних карток;Справочник_ШаблоныДисконтныхКарт.md
Справочник.ШаблоныДокументов;Справочник;Шаблони документів;Справочник_ШаблоныДокументов.md
Справочник.ШаблоныЗаданийОчереди;Справочник;Шаблони завдань черги;Справочник_ШаблоныЗаданийОчереди.md
Справочник.ШаблоныЗаполненияГрафиковРабочегоВремени;Справочник;Шаблони заповнення графіків робочого часу;Справочник_ШаблоныЗаполненияГрафиковРабочегоВремени.md
Справочник.ШаблоныКалькуляций;Справочник;Шаблони калькуляцій;Справочник_ШаблоныКалькуляций.md
Справочник.ШаблоныМагнитныхКарт;Справочник;Шаблони магнітних карток;Справочник_ШаблоныМагнитныхКарт.md
Справочник.ШаблоныНаименований;Справочник;Шаблони найменувань;Справочник_ШаблоныНаименований.md
Справочник.ШаблоныНомеровСерий;Справочник;Шаблони номерів серій;Справочник_ШаблоныНомеровСерий.md
Справочник.ШаблоныПечатиОфисныхДокументов;Справочник;Шаблони КП і договорів;Справочник_ШаблоныПечатиОфисныхДокументов.md
Справочник.ШаблоныПечатиОфисныхДокументовПрисоединенныеФайлы;Справочник;Приєднані файли (Шаблони друку офісних документів);Справочник_ШаблоныПечатиОфисныхДокументовПрисоединенныеФайлы.md
Справочник.ШаблоныСообщений;Справочник;Шаблони повідомлень;Справочник_ШаблоныСообщений.md
Справочник.ШаблоныСообщенийПрисоединенныеФайлы;Справочник;Приєднані файли (Шаблони повідомлень);Справочник_ШаблоныСообщенийПрисоединенныеФайлы.md
Справочник.ШаблоныЭтикетокИЦенников;Справочник;Шаблони етикеток і цінників;Справочник_ШаблоныЭтикетокИЦенников.md
Справочник.ЭтапыПроизводства;Справочник;Етапи виробництва;Справочник_ЭтапыПроизводства.md
Справочник.ЭтапыРемонта;Справочник;Етапи ремонту;Справочник_ЭтапыРемонта.md
Справочник.ЯзыкиПечатныхФорм;Справочник;Мови друкованих форм;Справочник_ЯзыкиПечатныхФорм.md
Справочник.Ячейки;Справочник;Комірки складу;Справочник_Ячейки.md
Справочник.УИ_Алгоритмы;Справочник;;Справочник_УИ_Алгоритмы.md
Документ.АвансовыйОтчет;Документ;Авансовий звіт;Документ_АвансовыйОтчет.md
Документ.АктВыполненныхРабот;Документ;Акт виконаних робіт;Документ_АктВыполненныхРабот.md
Документ.АктОРасхождениях;Документ;Акт про розбіжності;Документ_АктОРасхождениях.md
Документ.АктОРасхожденияхПолученный;Документ;Акт про розбіжності (отриманий);Документ_АктОРасхожденияхПолученный.md
Документ.АмортизацияВА;Документ;Амортизація майна;Документ_АмортизацияВА.md
Документ.Бюджет;Документ;Бюджет;Документ_Бюджет.md
Документ.ВводНачальныхОстатков;Документ;Введення початкових залишків;Документ_ВводНачальныхОстатков.md
Документ.Взаимозачет;Документ;Коригування боргу;Документ_Взаимозачет.md
Документ.ВнесениеНаличных;Документ;Внесення готівки;Документ_ВнесениеНаличных.md
Документ.ВыгрузкаРегламентированныхОтчетов;Документ;Вивантаження регламентованих звітів;Документ_ВыгрузкаРегламентированныхОтчетов.md
Документ.ВыемкаНаличных;Документ;Виїмка готівки;Документ_ВыемкаНаличных.md
Документ.ВыработкаВА;Документ;Вироблення майна;Документ_ВыработкаВА.md
Документ.Доверенность;Документ;Довіреність;Документ_Доверенность.md
Документ.ДоговорКредитаИЗайма;Документ;Договір кредиту (позики);Документ_ДоговорКредитаИЗайма.md
Документ.ДополнительныеРасходы;Документ;Додаткові витрати;Документ_ДополнительныеРасходы.md
Документ.ЕжедневныйОтчет;Документ;Щоденний звіт;Документ_ЕжедневныйОтчет.md
Документ.ЗаданиеНаРаботу;Документ;Завдання на роботу;Документ_ЗаданиеНаРаботу.md
Документ.ЗадачаСотрудника;Документ;Завдання співробітника;Документ_ЗадачаСотрудника.md
Документ.ЗаказНаПеремещение;Документ;Замовлення на переміщення;Документ_ЗаказНаПеремещение.md
Документ.ЗаказНаПроизводство;Документ;Замовлення на виробництво;Документ_ЗаказНаПроизводство.md
Документ.ЗаказПокупателя;Документ;Замовлення покупця;Документ_ЗаказПокупателя.md
Документ.ЗаказПоставщику;Документ;Замовлення постачальникові;Документ_ЗаказПоставщику.md
Документ.ЗакрытиеМесяца;Документ;Закриття місяця;Документ_ЗакрытиеМесяца.md
Документ.ИзменениеПараметровВА;Документ;Зміна параметрів;Документ_ИзменениеПараметровВА.md
Документ.ИнвентаризацияЗапасов;Документ;Інвентаризація запасів;Документ_ИнвентаризацияЗапасов.md
Документ.КадровоеПеремещение;Документ;Кадрове переміщення;Документ_КадровоеПеремещение.md
Документ.КассоваяКнига;Документ;Касова книга;Документ_КассоваяКнига.md
Документ.КассоваяСмена;Документ;Касова зміна;Документ_КассоваяСмена.md
Документ.КомплектацияЗапасов;Документ;Комплектація запасів;Документ_КомплектацияЗапасов.md
Документ.КорректировкаПоступления;Документ;Коригування надходження;Документ_КорректировкаПоступления.md
Документ.КорректировкаРеализации;Документ;Коригування реалізації;Документ_КорректировкаРеализации.md
Документ.КорректировкаРегистров;Документ;Коригування регістрів;Документ_КорректировкаРегистров.md
Документ.МаршрутныйЛист;Документ;Маршрутний лист;Документ_МаршрутныйЛист.md
Документ.МассоваяРассылка;Документ;Масове розсилання;Документ_МассоваяРассылка.md
Документ.НалоговаяНакладная;Документ;Податкова накладна;Документ_НалоговаяНакладная.md
Документ.НачислениеЗарплаты;Документ;Нарахування зарплати;Документ_НачислениеЗарплаты.md
Документ.НачислениеНалогов;Документ;Нарахування податків;Документ_НачислениеНалогов.md
Документ.НачислениеСписаниеБонусныхБаллов;Документ;Нарахування і списання бонусних балів;Документ_НачислениеСписаниеБонусныхБаллов.md
